Title,Author,Rating,Type
What My Bones Know: A Memoir of Healing from Complex Trauma,Stephanie Foo,"4.51 avg rating — 63,660 ratings",(Goodreads Author)
"Speaks the Nightbird (Matthew Corbett, #1)",Robert McCammon,"4.16 avg rating — 14,480 ratings","4.16 avg rating — 14,480 ratings"
The Last Book in the Universe,Rodman Philbrick,"3.91 avg rating — 10,062 ratings","3.91 avg rating — 10,062 ratings"
Tully,Paullina Simons,"3.91 avg rating — 11,526 ratings","3.91 avg rating — 11,526 ratings"
Keeping You a Secret,Julie Anne Peters,"3.93 avg rating — 36,505 ratings","3.93 avg rating — 36,505 ratings"
"Rakkety Tam (Redwall, #17)",Brian Jacques,"4.17 avg rating — 11,222 ratings","4.17 avg rating — 11,222 ratings"
"The Stonekeeper (Amulet, #1)",Kazu Kibuishi,"4.16 avg rating — 108,102 ratings",(Goodreads Author)
An Enquiry Concerning Human Understanding,David Hume,"3.94 avg rating — 21,640 ratings","3.94 avg rating — 21,640 ratings"
The Night in Lisbon,Erich Maria Remarque,"4.32 avg rating — 23,046 ratings","4.32 avg rating — 23,046 ratings"
Mourning Grey: Part One: The Guardians Of The Temple Saga,Marie Montine,4.39 avg rating — 409 ratings,(Goodreads Author)
The Great Gatsby,F. Scott Fitzgerald,"3.93 avg rating — 5,636,428 ratings","3.93 avg rating — 5,636,428 ratings"
Light from Uncommon Stars,Ryka Aoki,"4.05 avg rating — 35,633 ratings",(Goodreads Author)
A Little Life,Hanya Yanagihara,"4.30 avg rating — 820,885 ratings",(Goodreads Author)
"Death's Mistress (Dorina Basarab, #2)",Karen Chance,"4.20 avg rating — 17,484 ratings",(Goodreads Author)
"Moonlight (Dark Guardian, #1)",Rachel Hawthorne,"3.80 avg rating — 13,164 ratings","3.80 avg rating — 13,164 ratings"
"The Jefferson Key (Cotton Malone, #7)",Steve Berry,"3.92 avg rating — 21,831 ratings",(Goodreads Author)
"Gideon the Cutpurse (The Gideon Trilogy, #1)",Linda Buckley-Archer,"3.71 avg rating — 6,780 ratings",(Goodreads Author)
The Plum Tree,Ellen Marie Wiseman,"4.14 avg rating — 23,937 ratings",(Goodreads Author)
Parce que je t'aime,Guillaume Musso,"4.06 avg rating — 26,119 ratings","4.06 avg rating — 26,119 ratings"
"Murder of Crows (The Others, #2)",Anne Bishop,"4.27 avg rating — 45,947 ratings","4.27 avg rating — 45,947 ratings"
Laut Bercerita,Leila S. Chudori,"4.62 avg rating — 20,662 ratings","4.62 avg rating — 20,662 ratings"
"Vardaesia (The Medoran Chronicles, #5)",Lynette Noni,"4.60 avg rating — 7,170 ratings",(Goodreads Author)
"Magnolia Parks (Magnolia Parks Universe, #1)",Jessa Hastings,"3.69 avg rating — 214,407 ratings",(Goodreads Author)
Big Breath In,John Straley,3.67 avg rating — 330 ratings,3.67 avg rating — 330 ratings
"A Letter of Mary (Mary Russell and Sherlock Holmes, #3)",Laurie R. King,"really liked it 4.00 avg rating — 21,108 ratings",(Goodreads Author)
Free to Choose: A Personal Statement,Milton Friedman,"4.22 avg rating — 9,260 ratings","4.22 avg rating — 9,260 ratings"
"What the Heart Wants (Soulmate, #1)",Kelli McCracken,"3.76 avg rating — 2,700 ratings",(Goodreads Author)
"Born of Silence (The League: Nemesis Rising, #5)",Sherrilyn Kenyon,"4.49 avg rating — 12,085 ratings",(Goodreads Author)
Amadeus,Peter Shaffer,"4.15 avg rating — 18,711 ratings","4.15 avg rating — 18,711 ratings"
"Zombie Fallout (Zombie Fallout, #1)",Mark Tufo,"4.04 avg rating — 12,785 ratings",(Goodreads Author)
"Rock Chick Revenge (Rock Chick, #5)",Kristen Ashley,"4.46 avg rating — 35,242 ratings",(Goodreads Author)
"Ender's Game, Volume 1: Battle School (Ender's Saga)",Christopher Yost,"4.43 avg rating — 51,904 ratings","4.43 avg rating — 51,904 ratings"
"Morrigan's Cross (Circle Trilogy, #1)",Nora Roberts,"4.14 avg rating — 56,274 ratings",(Goodreads Author)
M Train,Patti Smith,"4.02 avg rating — 47,915 ratings",(Goodreads Author)
The Body Is Not an Apology: The Power of Radical Self-Love,Sonya Renee Taylor,"4.22 avg rating — 29,519 ratings","4.22 avg rating — 29,519 ratings"
The Lonely City: Adventures in the Art of Being Alone,Olivia Laing,"3.92 avg rating — 32,343 ratings",(Goodreads Author)
Dio di illusioni,Donna Tartt,"4.16 avg rating — 914,500 ratings","4.16 avg rating — 914,500 ratings"
"The Naturals (The Naturals, #1)",Jennifer Lynn Barnes,"4.21 avg rating — 258,794 ratings",(Goodreads Author)
The Traveler's Gift: Seven Decisions that Determine Personal Success,Andy Andrews,"4.09 avg rating — 19,155 ratings",(Goodreads Author)
"Act of Treason (Mitch Rapp, #9)",Vince Flynn,"4.32 avg rating — 53,033 ratings","4.32 avg rating — 53,033 ratings"
Rectoverso,Dee Lestari,"3.90 avg rating — 7,374 ratings",(Goodreads Author)
Politics,Aristotle,"3.98 avg rating — 41,326 ratings","3.98 avg rating — 41,326 ratings"
Marie Antoinette: The Journey,Antonia Fraser,"3.94 avg rating — 37,800 ratings","3.94 avg rating — 37,800 ratings"
"The Mystery of the Blue Train (Hercule Poirot, #6)",Agatha Christie,"3.87 avg rating — 76,263 ratings","3.87 avg rating — 76,263 ratings"
The Wonderful Story of Henry Sugar and Six More,Roald Dahl,"4.12 avg rating — 24,698 ratings","4.12 avg rating — 24,698 ratings"
"Bound by Flames (Night Prince, #3)",Jeaniene Frost,"4.20 avg rating — 27,465 ratings",(Goodreads Author)
おやすみプンプン コミック 全13巻完結セット,Inio Asano,"4.67 avg rating — 5,320 ratings","4.67 avg rating — 5,320 ratings"
White Collar Blackmail,Peter   Ralph,4.27 avg rating — 510 ratings,(Goodreads Author)
"T is for Trespass (Kinsey Millhone, #20)",Sue Grafton,"3.99 avg rating — 31,006 ratings","3.99 avg rating — 31,006 ratings"
"Dark Rise (Dark Rise, #1)",C.S. Pacat,"4.16 avg rating — 35,358 ratings",(Goodreads Author)
Tan poca vida,Hanya Yanagihara,"4.30 avg rating — 820,885 ratings",(Goodreads Author)
Los ojos del perro siberiano,Antonio Santa Ana,"4.17 avg rating — 13,631 ratings","4.17 avg rating — 13,631 ratings"
Waiting to Live,Asa Don Brown,4.37 avg rating — 63 ratings,(Goodreads Author)
A Separate Reality: Further Conversations with Don Juan,Carlos Castaneda,"4.09 avg rating — 18,896 ratings","4.09 avg rating — 18,896 ratings"
"The Black Swan (Fairy Tales, #2)",Mercedes Lackey,"3.86 avg rating — 8,772 ratings",(Goodreads Author)
Almost Perfect,Brian Katcher,"3.84 avg rating — 9,028 ratings",(Goodreads Author)
Spook: Science Tackles the Afterlife,Mary Roach,"3.60 avg rating — 39,943 ratings","3.60 avg rating — 39,943 ratings"
The Tide Knot,Helen Dunmore,"3.99 avg rating — 5,556 ratings","3.99 avg rating — 5,556 ratings"
"If I Die (Soul Screamers, #5)",Rachel Vincent,"4.30 avg rating — 16,118 ratings",(Goodreads Author)
The Art of Dreaming,Carlos Castaneda,"4.02 avg rating — 5,778 ratings","4.02 avg rating — 5,778 ratings"
"Creep (Creep, #1)",Jennifer Hillier,"3.92 avg rating — 30,440 ratings",(Goodreads Author)
"The Case of the Displaced Detective: The Arrival (Displaced Detective, #1)",Stephanie Osborn,3.82 avg rating — 126 ratings,(Goodreads Author)
The Shadowhunter's Codex,Cassandra Clare,"3.90 avg rating — 39,205 ratings",(Goodreads Author)
"Faithless (Grant County, #5)",Karin Slaughter,"4.11 avg rating — 48,754 ratings",(Goodreads Author)
خداحافظ گاری کوپر,Romain Gary,"3.86 avg rating — 8,507 ratings","3.86 avg rating — 8,507 ratings"
The Stand,Stephen        King,"4.35 avg rating — 804,534 ratings",(Goodreads Author)
Little Altars Everywhere,Rebecca Wells,"3.59 avg rating — 30,565 ratings",(Goodreads Author)
The Algebraist,Iain M. Banks,"4.04 avg rating — 23,692 ratings","4.04 avg rating — 23,692 ratings"
"Safe House (1-800-Where-R-You, #3)",Jenny Carroll,"4.10 avg rating — 11,968 ratings","4.10 avg rating — 11,968 ratings"
Rising Sun,Michael Crichton,"3.66 avg rating — 53,244 ratings","3.66 avg rating — 53,244 ratings"
"A Beautiful Dark (A Beautiful Dark, #1)",Jocelyn Davies,"3.89 avg rating — 17,936 ratings",(Goodreads Author)
"Underworld (Abandon, #2)",Meg Cabot,"3.87 avg rating — 23,333 ratings",(Goodreads Author)
"Die Känguru-Chroniken (Die Känguru-Chroniken, #1)",Marc-Uwe Kling,"4.32 avg rating — 17,729 ratings","4.32 avg rating — 17,729 ratings"
"Saga of Darren Shan Box Set (The Saga of Darren Shan, #1-6)",Darren Shan,"4.56 avg rating — 2,924 ratings",(Goodreads Author)
"The Expats (Kate Moore, #1)",Chris  Pavone,"3.51 avg rating — 38,197 ratings",(Goodreads Author)
The Complete Malazan Book of the Fallen (Malazan Book of the Fallen #1-10),Steven Erikson,"4.74 avg rating — 2,725 ratings",(Goodreads Author)
The Absolutist,John Boyne,"4.10 avg rating — 21,976 ratings",(Goodreads Author)
Effacement,Hieronymus Hawkes,4.20 avg rating — 454 ratings,(Goodreads Author)
She Drives Me Crazy,Kelly Quindlen,"3.94 avg rating — 74,830 ratings",(Goodreads Author)
The Only Good Indians,Stephen Graham Jones,"3.69 avg rating — 98,210 ratings",(Goodreads Author)
"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,"4.31 avg rating — 3,284,433 ratings",(Goodreads Author)
Désirée,Annemarie Selinko,"4.16 avg rating — 12,080 ratings","4.16 avg rating — 12,080 ratings"
"Gregor and the Marks of Secret (Underland Chronicles, #4)",Suzanne Collins,"4.26 avg rating — 39,947 ratings","4.26 avg rating — 39,947 ratings"
"The Strange Affair of Spring Heeled Jack (Burton & Swinburne, #1)",Mark Hodder,"3.70 avg rating — 7,335 ratings",(Goodreads Author)
The Book of Basketball: The NBA According to The Sports Guy,Bill Simmons,"4.20 avg rating — 37,172 ratings","4.20 avg rating — 37,172 ratings"
"Necropolis (Power of Five, #4)",Anthony Horowitz,"4.13 avg rating — 13,198 ratings",(Goodreads Author)
"The Case of the Cosmological Killer: Endings and Beginnings (Displaced Detective, #4)",Stephanie Osborn,4.29 avg rating — 51 ratings,(Goodreads Author)
Maya's Notebook,Isabel Allende,"3.88 avg rating — 31,564 ratings",(Goodreads Author)
Cosmos,Witold Gombrowicz,"4.01 avg rating — 4,537 ratings","4.01 avg rating — 4,537 ratings"
"The Thousandth Floor (The Thousandth Floor, #1)",Katharine McGee,"3.66 avg rating — 47,154 ratings",(Goodreads Author)
"Bring Me Their Hearts (Bring Me Their Hearts, #1)",Sara Wolf,"4.01 avg rating — 12,778 ratings",(Goodreads Author)
Feminism Is for Everybody: Passionate Politics,bell hooks,"4.16 avg rating — 26,608 ratings","4.16 avg rating — 26,608 ratings"
Other Words for Home,Jasmine Warga,"4.42 avg rating — 33,045 ratings",(Goodreads Author)
"Cruel & Unusual (Kay Scarpetta, #4)",Patricia Cornwell,"4.13 avg rating — 113,066 ratings",(Goodreads Author)
The Icarus Agenda,Robert Ludlum,"3.98 avg rating — 31,765 ratings","3.98 avg rating — 31,765 ratings"
"A Beautiful Blue Death (Charles Lenox Mysteries, #1)",Charles Finch,"3.65 avg rating — 17,018 ratings",(Goodreads Author)
Weyward,Emilia Hart,"4.06 avg rating — 311,891 ratings",(Goodreads Author)
All the Names,José Saramago,"3.91 avg rating — 23,170 ratings","3.91 avg rating — 23,170 ratings"
"At Swim, Two Boys",Jamie O'Neill,"4.10 avg rating — 9,553 ratings","4.10 avg rating — 9,553 ratings"
The Best of Myles,Myles na Gopaleen,4.21 avg rating — 723 ratings,4.21 avg rating — 723 ratings
"Code Name Cassandra (1-800-Where-R-You, #2)",Jenny Carroll,"4.06 avg rating — 13,089 ratings","4.06 avg rating — 13,089 ratings"
"How to Flirt with a Naked Werewolf (Naked Werewolf, #1)",Molly Harper,"3.96 avg rating — 20,877 ratings",(Goodreads Author)
"I'll Be Your Drill, Soldier",Crystal Rose,"4.06 avg rating — 5,419 ratings",(Goodreads Author)
Sing Me to Sleep,Angela Morrison,"3.95 avg rating — 6,513 ratings",(Goodreads Author)
"James Potter and the Hall of Elders' Crossing (James Potter, #1)",G. Norman Lippert,"3.77 avg rating — 24,336 ratings",(Goodreads Author)
Euclid's Elements,Euclid,"4.32 avg rating — 3,316 ratings","4.32 avg rating — 3,316 ratings"
"The Case of the Cosmological Killer: The Rendlesham Incident (Displaced Detective, #3)",Stephanie Osborn,4.28 avg rating — 50 ratings,(Goodreads Author)
"Sheepfarmer's Daughter (The Deed of Paksenarrion, #1)",Elizabeth Moon,"4.13 avg rating — 13,409 ratings","4.13 avg rating — 13,409 ratings"
"The Crossing Places (Ruth Galloway, #1)",Elly Griffiths,"3.93 avg rating — 62,141 ratings",(Goodreads Author)
Secret Deceptions (Amatore's Restaurant #1),James Sillwood,4.29 avg rating — 72 ratings,(Goodreads Author)
Zen in the Art of Writing: Releasing the Creative Genius Within You,Ray Bradbury,"4.08 avg rating — 20,756 ratings","4.08 avg rating — 20,756 ratings"
Night of the Rat,Tanya Thompson,"4.25 avg rating — 5,149 ratings","4.25 avg rating — 5,149 ratings"
"Aru Shah and the City of Gold (Pandava, #4)",Roshani Chokshi,"4.44 avg rating — 5,768 ratings",(Goodreads Author)
Unnatural Causes: The Life and Many Deaths of Britain's Top Forensic Pathologist,Richard Shepherd,"4.32 avg rating — 44,929 ratings","4.32 avg rating — 44,929 ratings"
Open Water,Caleb Azumah Nelson,"4.02 avg rating — 78,443 ratings","4.02 avg rating — 78,443 ratings"
Book Lovers,Emily Henry,"4.11 avg rating — 1,379,504 ratings",(Goodreads Author)
"Love Bites (Vampire Kisses, #7)",Ellen Schreiber,"4.13 avg rating — 19,832 ratings","4.13 avg rating — 19,832 ratings"
The Star of Kazan,Eva Ibbotson,"4.04 avg rating — 8,943 ratings","4.04 avg rating — 8,943 ratings"
El caballero de la armadura oxidada,Robert    Fisher,"3.84 avg rating — 30,187 ratings","3.84 avg rating — 30,187 ratings"
"I Spit on Your Graves (Vernon Sullivan, #1)",Boris Vian,"3.57 avg rating — 11,945 ratings","3.57 avg rating — 11,945 ratings"
"Nightrise (Power of Five, #3)",Anthony Horowitz,"4.03 avg rating — 15,412 ratings",(Goodreads Author)
Monster,Walter Dean Myers,"3.73 avg rating — 73,710 ratings","3.73 avg rating — 73,710 ratings"
The Essays of Warren Buffett : Lessons for Corporate America,Warren Buffett,"4.33 avg rating — 7,976 ratings","4.33 avg rating — 7,976 ratings"
"From Ashes (From Ashes, #1)",Molly McAdams,"4.12 avg rating — 28,073 ratings",(Goodreads Author)
"The Wolves of Willoughby Chase (The Wolves Chronicles, #1)",Joan Aiken,"4.06 avg rating — 22,035 ratings","4.06 avg rating — 22,035 ratings"
Seras-tu là?,Guillaume Musso,"3.97 avg rating — 11,199 ratings","3.97 avg rating — 11,199 ratings"
"The Near Witch (The Near Witch, #1)",Victoria E. Schwab,"3.65 avg rating — 44,189 ratings",(Goodreads Author)
A Guide to the Good Life: The Ancient Art of Stoic Joy,William B. Irvine,"4.19 avg rating — 26,254 ratings","4.19 avg rating — 26,254 ratings"
Alternatives to a Frozen Mouse,A.J. Mouse,4.19 avg rating — 372 ratings,(Goodreads Author)
"The Forgotten (John Puller, #2)",David Baldacci,"4.15 avg rating — 67,275 ratings",(Goodreads Author)
The Course of Love,Alain de Botton,"4.01 avg rating — 47,185 ratings",(Goodreads Author)
The Miracles of the Namiya General Store,Keigo Higashino,"4.42 avg rating — 37,100 ratings","4.42 avg rating — 37,100 ratings"
Young Mungo,Douglas   Stuart,"4.38 avg rating — 76,353 ratings",(Goodreads Author)
"A Prayer for the Crown-Shy (Monk & Robot, #2)",Becky  Chambers,"4.40 avg rating — 72,438 ratings",(Goodreads Author)
Truman,David McCullough,"4.16 avg rating — 89,780 ratings","4.16 avg rating — 89,780 ratings"
"Kissing Coffins (Vampire Kisses, #2)",Ellen Schreiber,"3.89 avg rating — 26,775 ratings","3.89 avg rating — 26,775 ratings"
"Ninth Grade Slays (The Chronicles of Vladimir Tod, #2)",Heather Brewer,"4.14 avg rating — 25,695 ratings",(Goodreads Author)
The E-myth Revisited,Michael E. Gerber,"4.07 avg rating — 92,499 ratings","4.07 avg rating — 92,499 ratings"
The Suspicions of Mr. Whicher: Murder and the Undoing of a Great Victorian Detective,Kate Summerscale,"3.51 avg rating — 24,515 ratings","3.51 avg rating — 24,515 ratings"
"The Earthsea Quartet (Earthsea Cycle, #1-4)",Ursula K. Le Guin,"4.30 avg rating — 12,315 ratings","4.30 avg rating — 12,315 ratings"
The Language Instinct: How the Mind Creates Language,Steven Pinker,"4.01 avg rating — 22,213 ratings",(Goodreads Author)
"The One (Species Intervention #6609, #6)",J.K. Accinni,4.49 avg rating — 274 ratings,4.49 avg rating — 274 ratings
I Feel Bad About My Neck and Other Thoughts on Being a Woman,Nora Ephron,"3.74 avg rating — 82,700 ratings","3.74 avg rating — 82,700 ratings"
How to Stop Time,Matt Haig,"3.83 avg rating — 203,515 ratings",(Goodreads Author)
"İnce Memed 1 (İnce Memed, #1)",Yaşar Kemal,"4.49 avg rating — 12,052 ratings","4.49 avg rating — 12,052 ratings"
"They Both Die at the End (Death-Cast, #1)",Adam Silvera,"3.75 avg rating — 823,559 ratings",(Goodreads Author)
"Heartstopper: Volume One (Heartstopper, #1)",Alice Oseman,"4.44 avg rating — 832,082 ratings",(Goodreads Author)
"Fell (The Sight, #2)",David Clement-Davies,"4.18 avg rating — 6,272 ratings",(Goodreads Author)
The Jester,James  Patterson,"3.81 avg rating — 20,848 ratings",(Goodreads Author)
Travels with My Aunt,Graham Greene,"3.80 avg rating — 16,337 ratings","3.80 avg rating — 16,337 ratings"
"Princess in Waiting (The Princess Diaries, #4)",Meg Cabot,"3.69 avg rating — 48,928 ratings",(Goodreads Author)
"Goddess Boot Camp (Oh. My. Gods., #2)",Tera Lynn Childs,"3.89 avg rating — 11,411 ratings",(Goodreads Author)
"Tales of the Otherworld (Otherworld Stories, #2)",Kelley Armstrong,"4.24 avg rating — 11,138 ratings",(Goodreads Author)
Gamer Girl,Mari Mancusi,"3.76 avg rating — 4,656 ratings",(Goodreads Author)
The Red Garden,Alice Hoffman,"3.74 avg rating — 24,651 ratings",(Goodreads Author)
Daun Yang Jatuh Tak Pernah Membenci Angin,Tere Liye,"really liked it 4.00 avg rating — 17,988 ratings",(Goodreads Author)
"King of Thorns (The Broken Empire, #2)",Mark  Lawrence,"4.18 avg rating — 69,031 ratings",(Goodreads Author)
"Seven Sons (Gypsy Brothers, #1)",Lili St. Germain,"3.94 avg rating — 16,847 ratings",(Goodreads Author)
"Love in the Afternoon (The Hathaways, #5)",Lisa Kleypas,"4.20 avg rating — 52,104 ratings",(Goodreads Author)
"Twice Upon a Time (Half Upon a Time, #2)",James  Riley,"4.32 avg rating — 4,599 ratings","4.32 avg rating — 4,599 ratings"
